자치구명,법정동명,전세 보증금(평균),월세 보증금(평균),월세 임대료(평균)
영등포구,당산동4가,52172.0607028754,15340.09009009009,87.85135135135135
영등포구,당산동5가,56404.56268221574,15463.60594795539,88.8736059479554
영등포구,당산동6가,23884.35714285714,5727.252252252252,55.013513513513516
영등포구,대림동,25114.237076648842,3613.493765586035,50.042394014962596
영등포구,도림동,27558.49686847599,4969.530434782609,58.720289855072465
영등포구,문래동1가,29531.25,26363.636363636364,21.545454545454547
영등포구,문래동2가,19279.545454545456,5933.333333333333,65.0
영등포구,문래동3가,55087.72508591065,19695.23076923077,111.6076923076923
영등포구,문래동4가,41907.89473684211,16333.333333333334,61.77777777777778
영등포구,문래동5가,37455.76296296297,12026.293103448275,67.44827586206897
영등포구,문래동6가,36495.90025575447,18085.325670498085,72.01149425287356
영등포구,신길동,32499.04885764499,6918.137650504393,55.21379759192971
영등포구,양평동1가,34581.47286821705,10246.861313868612,64.57664233576642
영등포구,양평동2가,28471.85,7982.190647482014,54.507194244604314
영등포구,양평동3가,38550.755102040814,12183.418604651162,64.81395348837209
영등포구,양평동4가,27248.890675241157,7684.173010380623,60.07266435986159
영등포구,양평동5가,31893.158808933003,12480.5101010101,68.57575757575758
영등포구,양평동6가,26825.04048582996,6426.16339869281,65.76797385620915
영등포구,여의도동,51686.257976299,16593.7865497076,137.94005847953215
영등포구,영등포동,38748.6,8635.611510791367,66.51438848920863
영등포구,영등포동1가,19990.07438016529,6492.740237691001,51.507640067911716
영등포구,영등포동2가,22113.05942622951,7087.566371681416,62.02654867256637
영등포구,영등포동3가,19243.875,5832.320284697509,46.40925266903915
영등포구,영등포동4가,23181.9375,6280.463576158941,55.21854304635762
영등포구,영등포동5가,24635.694444444445,6559.016393442623,63.459016393442624
영등포구,영등포동6가,23264.054054054053,7850.7109375,53.0625
영등포구,영등포동7가,39568.9009009009,8797.931860036833,67.7329650092081
영등포구,영등포동8가,38954.44700460829,10623.057324840764,69.0828025477707
용산구,갈월동,20985.88157894737,4444.419642857143,62.57142857142857
용산구,남영동,19475.0,2700.0,52.5
용산구,도원동,49605.17532467532,18646.102040816328,79.83673469387755
용산구,동빙고동,27404.635416666668,5821.179775280899,148.30337078651687
용산구,동자동,43252.0,10644.827586206897,150.632183908046
용산구,문배동,45804.0049382716,13503.587443946188,121.11210762331838
용산구,보광동,25187.34051724138,2805.9375,61.85069444444444
용산구,산천동,45320.09090909091,16485.05,89.11
용산구,서계동,15608.27731092437,4440.476190476191,50.92857142857143
용산구,서빙고동,62159.39024390244,22225.882352941175,147.16470588235293
용산구,신계동,56992.168831168834,22382.69230769231,124.65384615384616
용산구,신창동,23676.010869565216,5936.268656716418,69.35820895522389
용산구,용문동,26069.84084084084,5733.384615384615,61.276923076923076
용산구,용산동2가,19043.153558052436,3792.3161764705883,65.88235294117646
용산구,용산동3가,12844.444444444445,900.0,54.6
용산구,용산동5가,138900.0,33294.8717948718,497.9230769230769
용산구,원효로1가,35117.41630901288,10147.281786941581,101.44329896907216
용산구,원효로2가,23616.282828282827,6250.806451612903,75.37096774193549
용산구,원효로3가,20576.87434554974,4748.235294117647,66.87058823529412
용산구,원효로4가,27694.828326180257,11669.710843373494,76.81927710843374
용산구,이촌동,63539.581260364845,25191.780112044817,188.95098039215685
용산구,이태원동,34076.7118226601,4903.654188948307,106.40641711229947
용산구,주성동,17511.11111111111,7668.571428571428,63.23809523809524
용산구,청암동,103888.88888888889,12833.333333333334,308.5
용산구,청파동1가,20348.625899280574,4262.97794117647,46.220588235294116
용산구,청파동2가,23689.36440677966,2103.2903225806454,55.193548387096776
용산구,청파동3가,21076.521978021978,3044.901960784314,53.76862745098039
용산구,한강로1가,30413.376623376622,15275.588235294117,142.1764705882353
용산구,한강로2가,51545.574468085106,14399.984269662922,78.19101123595506
용산구,한강로3가,92652.6,22199.25,281.625
용산구,한남동,78826.70125786164,20937.50113378685,280.734693877551
용산구,효창동,39091.367886178865,12990.782608695652,82.8804347826087
용산구,후암동,23619.364525139667,5739.515011547344,58.54041570438799
은평구,갈현동,18622.55477855478,4503.465346534654,49.96888260254597
은평구,구산동,21478.587962962964,4646.861990950226,47.85972850678733
은평구,녹번동,30637.30135658915,7417.710779082177,53.88153681963714
은평구,대조동,18757.095104895106,4668.875373878365,46.08973080757727
은평구,불광동,22725.781731279872,5127.296021577883,51.88334457181389
은평구,수색동,44097.184956843405,11097.270134228187,68.83221476510067
은평구,신사동,22812.899249732047,5463.148629148629,50.542568542568546
은평구,역촌동,19021.26560726447,4354.169791666666,49.05
은평구,응암동,33348.33430941923,7160.046208530805,57.71149289099526
